이수구분,교과명,분반,학점,담당교수,강의시간
전필,글로벌경제,01,3,최 0사,"수15:30-17:00,목15:30-17:00"
전필,세계화의이슈와쟁점,01,3,노병렬,화11:30-14:30
전선,동아시아비교문화론,01,3,최석완,"화15:30-17:00,목13:30-15:00"
전선,초급일어회화,01,3,타가쿠사기,금13:30-15:00
전선,초급일어회화,02,3,최석완,화10:00-11:30
전선,고급일어회화,01,3,타카쿠사기,"목11:30-13:00,금11:30-13:00"
전선,국제정치경제와글로벌거버넌스,01,3,노병렬,"목11:30-13:00,월11:30-13:00"
전선,글로벌산업구조및무역정채,01,3,최윤상,
전선,일본문학세미나,01,3,타가쿠사기,"월13:30-15:00,화13:30-15:00"
전선,비즈니스일본에,01,3,타카쿠사기 미나,"월11:30-13:00,화11:30-13:00"
전선,일본학세미나1,01,3,칙서와,"수10:00-11:30,목10:00-11:30"
전선,기초중국어회화1,01,3,최금단,"화14:00-15:30,수10:00-11:30"
전선,기초중국어회화1,02,3,최금단,"수11:30-13:00,목10:00-11:30"
전선,기초중국어회화1,03,3,최금단,화15:30-18:25
전선,***중국지역학입문,01,3,조대원,월20:30-21:20
전선,초급중국어1,01,3,여문리,목11:30-14:30
전선,초급중국어1,02,3,여문리,목15:30-18:25
전선,중급중국어1,01,3,B卜사리,"수10:00-11:30,목10:00-11:30"
전선,중급중국어1,02,3,B卜사리,"수14:00-15:30,목14:00-15:30"
전선,한중무역실무,01,3,조대원,화20:30-21:20
전선,한중무역실무,02,3,박정수,금10:00-13:00
전선,중국문학개론,01,3,권인영,목13:30-16:30
전선,중급중국어회화1,01,3,H卜사리,
전선,중급중국어회화1,02,3,H卜사리,"수11:30-13:00,목11:30-13:00"
전선,중급중국어회화1,03,3,최금단,수13:00-16:00
전선,외국어교과교육론,01,3,조미영,수15:30-18:25
전선,및는술외국어교과논리,01,3,조미영,목15:30-18:25
전선,미디어중국어,01,3,권인영,목10:30-13:30
전선,중국기업분석,01,3,조대우! =,"수04:00-15:30,목14:00-15:30,수14:00-15:30"
전선,중국기업분석,02,3,박정수,금13:30-16:30
전선,중국어작문1,01,3,,수10:30-13:30
전선,중국어작문1,02,3,,수15:30-18:25
전선,고급HSK연습,01,3,장전,목11:30-14:30
전선,취장업세미나(중국학),01,3,조대원,수15:30-18:25
전선,고급중국어,01,3,장처,목15:30-18:25
전선,중국CEO연구,01,3,조대원,월14:00-15:30
전선,중국CEO연구,02,3,박상림,월10:00-13:00
전필,미국사상,01,3,정 임재,수15:30-18:25
전선,미국정부,01,3,정 임재,수11:30-14:30
전선,미국산업구조,01,3,최윤상,화15:30-18:25
전필,헌법l,01,3,7침도,목09:30-12:30
전필,헌법l,02,3,7침도,목21:20-22:10
전선,***법학입문,01,3,최용전,"월13:30-15:00,목13:30-15:00"
전선,***법학입문,02,3,최용전,목10:00-13:00
전선,형법종론,01,3,최대호,"화11:30-13:00,수11:30-13:00,목11:30-13:00"
전선,물권법,01,3,이종덕,금11:30-13:00
전선,물권법,02,3,이종덕,수15:30-18:25
전선,행정법종론,01,3,최용전,"월10:00-11:30,수10:00-11:30"
전선,행정법종론,02,3,최용전,금19:15-20:05
전선,헌법재판과판례,01,3,장욱,목13:30-16:30
전선,헌법재판과판례,02,3,김도협,금10:00-13:00
전선,LEET연습,01,3,최대호,"화15:30-17:00,수15:30-17:00,목10:00-11:30"
전선,상법,01,3,이종덕,금10:00-11:30
전선,상법,02,3,이종덕,목16:30-19:15
전선,공직선거법,01,3,김도 협,목13:30-16:30
전선,가족정책법,01,3,전영성,"월11:30-13:00,화11:30-13:00"
전선,민사소송법실뮈,01,3,김명엽 4,"수13:30-17:30,월10:00-11:30"
전선,형사소송법I,01,3,최대호,화10:00-11:30
전선,형사소송법I,02,3,최대호,월13:30-16:30
전선,AI시대의노동법,01,3,이종덕 4,목10:00-11:30
전선,부동산법Ⅱ,01,3,장욱,목09:30-12:30
전선,실용행정법,01,3,大l요저,"수11:30-13:00,목15:30-17:00"
전선,실용형법,01,3,최대호,"월11:30-13:00,수13:30-15:00,목13:30-15:00"
전필,행정학원론,01,3,호 人r•1 丁,"월11:30-13:00,목11:30-13:00"
전선,***기초행정학,01,3,고대유,"수15:30-17:00,목15:30-17:00"
전선,행정과컴퓨터프로그래밍,01,3,행정강사1,"월13:30-15:00,목13:30-15:00"
전선,행정조사방법론,01,3,고대유,"화13:30-15:00,금11:30-13:00"
전선,정책학,01,3,김종래,월09:30-12:30
전선,행정조직관리론,01,3,행정강사2,"화10:00-11:30,금10:00-11:30"
전선,공공데이터베이스관리론,01,3,행정강사1,"목15:30-17:00,금13:30-15:00"
전선,NCS기반취업설계,01,3,호人:-1 丁,"월13:30-15:00,목13:30-15:00"
전선,지방재정론,01,3,행정강사2,"월10:00-11:30,수10:00-11:30"
전선,캡스톤디자인(지역발전),01,3,홍성우 4,화11:30-15:30
전선,전산회계실무,01,3,고대유,"수13:30-15:00,목13:30-15:00"
전선,행정법개론,01,3,이진규,수15:00-18:00
전선,공기업론,01,3,행정강사2,"월13:30-15:00,수13:30-15:00,토13:00-16:00"
전선,AI행정실무,01,3,행정강사1,"월10:00-11:30,수10:00-11:30"
전선,행정공공이론,01,3,행정강사4,화14:30-17:30
전선,빅데이터시각화,01,3,행정강사1,"월15:30-17:00,수15:30-17:00"
전선,***사회복지학개론,01,3,안치민人,"화13:30-15:00,목13:30-15:00"
전선,문화다양성과사회복지,01,3,사회강사1,"화11:30-13:00,금11:30-13:00"
전선,사회복지현장의탐색,01,3,배종필 4,"목13:30-17:30,화11:30-13:00"
전선,가족복지론,01,3,김소희,목11:30-13:00
전선,가족복지론,02,3,김소희,"화14:00-15:30,목14:00-15:30"
전선,장애인복지론,01,3,배- 피 入,"목10:00-11:30,월10:00-11:30,수20:30-23:00"
전선,장애인복지론,02,3,사회강사1,"목11:30-13:00,금10:00-11:30"
전선,사회복지조사론,01,3,사회강사2,수11:30-13:00
전선,사회복지조사론,02,3,사회강사2,"화10:00-11:30,수14:00-15:30"
전선,법제와실천사회복지,01,3,사회강사2,"월11:30-13:00,금11:30-13:00"
전선,법제와실천사회복지,02,3,사회강사2,"수10:00-11:30,금14:00-15:30"
전선,사회복지실전기술론,01,3,이수비,"화12:00-13:30,수10:00-11:30"
전선,사회복지실전기술론,02,3,이수비,"화13:30-15:00,목10:00-11:30"
전선,사회복지정책론,01,3,안치민,"화15:30-17:00,목13:30-15:00,토09:30-12:30"
전선,사회복지정책론,02,3,안치민,"수15:30-17:00,목15:30-17:00"
전선,프로그램개발과평가,01,3,김소희,"월11:30-13:00,수11:30-13:00"
전선,프로그램개발과평가,02,3,김소희,"수14:00-15:30,월14:00-15:30"
전선,학교사회복지론,01,3,정명희,화10:30-13:30
전선,사회복지현장실습II,01,3,배종필 4,월13:30-17:30
전선,사례관리론,01,3,정명희 4,화13:30-17:30
전선,반사회문제해결과복시기지실무,01,3,4,수11:30-15:30
전선,반사회문제해결과복시기지실무,02,3,이수비 4,목11:30-15:30
전선,정신건강사회복지론,01,3,이수비,금10:30-13:30
전선,보육학개론,01,3,박영아,"화12:00-13:30,수13:30-15:00,일12:00-13:30"
전선,***영유아발달,01,3,기여희,목11:30-13:00
전선,***영유아발달,02,3,손지향,금10:00-13:00
전선,건강가정론,01,3,최경,수20:30-23:00
전선,아동미술,01,3,박영아,목12:30-15:30
전선,아동미술,02,3,김형연,화10:00-13:00
전선,보육과정,01,3,최경,"화10:00-11:30,금11:30-13:00"
전선,아동관찰및행동연구,01,3,이혜원,목10:00-11:30
전선,아동관찰및행동연구,02,3,손지향,금13:30-16:30
전선,놀이지도,01,3,기여희,"화13:30-15:00,목10:00-11:30"
전선,아동동작,01,3,박영아,"화10:00-11:30,금10:00-11:30"
전선,아동수학지도,01,3,최경,목09:30-12:30
전선,아동수학지도,02,3,김형연,화13:30-16:30
전선,영유아교수방법론,01,3,이혜원,"화12:00-13:30,월10:00-11:30"
전선,영유아교수방법론,02,3,신지현,목14:30-17:30
전선,부모교육론,01,3,김영희,수11:30-14:30
전선,보육실습,01,3,이혜원,금10:30-13:30
전선,휴먼커뮤니케이션,01,3,人해 人 入 =丁L-,"월13:30-15:00,목11:30-13:00,화13:30-15:00"
전선,미디어의이해,01,3,이용준,목13:30-15:00
전선,미디어의이해,02,3,이용준,"화15:30-17:00,목15:30-17:00"
전선,미디어커뮤니케이션입***曰,01,3,황지원,"월11:30-13:00,목11:30-13:00"
전선,출판과전자책,01,3,이용준,
전선,비주얼커뮤니케이션제작,01,3,이예지 4,"월09:30-13:30,수13:30-16:30"
전선,비주얼커뮤니케이션제작,01,3,김태양,"수13:30-16:30,월09:30-13:30"
전선,PR로,02,3,황지원,"목10:00-11:30,일15:30-17:00"
전선,PR로,03,3,김태양,수20:30-21:20
전선,스포츠와데이터저널리즘의이해,01,3,이정훈,
전필,영상제작프로젝트,01,3,4,화09:30-13:30
전필,영상제작프로젝트,02,3,김연성 4,화13:30-17:30
전필,미디어조사방법론,01,3,이정훈,"수11:30-13:00,목11:30-13:00"
전필,미디어조사방법론,02,3,이정훈,"수14:00-15:30,금12:00-13:30"
전선,광고전략기획,01,3,조재허,"월10:00-11:30,화10:00-11:30"
전선,광고전략기획,02,3,조재허 =,"월13:30-15:00,화13:30-15:00"
전선,모바일콘텐스제작,01,3,이예지 4,월11:30-13:00
전선,문화콘텐스,01,3,入人서,목13:30-15:00
전선,문화콘텐스,02,3,入人서,"화11:30-13:00,금10:00-11:30"
전선,광고와사회,01,3,조재허 =,"수10:00-11:30,목10:00-11:30"
전선,광고홍보실습,01,3,조재현 4,수13:30-17:30
전선,창업(미나디어커뮤세미쥐니케이션),01,3,김태양,목13:30-16:30
전선,***문현정보학개론,01,3,장인호,수13:30-16:30
전선,고전자료의이해,01,3,曰허 IT丁 =,"화12:00-13:30,목09:30-11:00"
전선,지식정보사회론,01,3,문현강사1,월14:30-17:30
전필,학교도서관경영의이해,01,3,심효入*,"수11:30-13:00,목13:30-15:00,월14:00-15:30"
전필,문현분류론,01,3,허 人,화15:30-17:00
전필,문현분류론,02,3,허 人 丁 =,"월15:30-17:00,화14:00-15:30"
전선,서지학(문현학)개론,01,3,유부현,"월12:00-13:30,금09:30-11:00"
전선,데이터사이언스의이해,01,3,소미서,"화10:00-11:30,목13:30-15:00"
전선,도서관정보센터경영이론,01,3,최지영,수09:30-12:30
전선,고서감정법,01,3,-IT-FI¯,"월09:30-11:00,화09:30-11:00"
전선,자료조직연습,01,3,최지영,수13:30-16:30
전선,데이터큐레이션,01,3,소미서 L— L—,"월11:30-13:00,수11:30-13:00"
전선,도서관정보센터경영실무,01,3,심효정,"화13:30-15:00,금10:00-11:30"
전선,도서관실습,01,3,심효정 4,"화15:30-17:30,금11:30-13:30"
전선,데이터베이스운영론,01,3,소미서,"화11:30-13:00,목11:30-13:00"
전선,취장업세미나(문현정보),01,3,송민선,월14:30-17:30
전선,도서관정책론,01,3,이정호,목14:30-17:30
전선,역사캡스톤디자인(지회와。공도서관)고,01,3,심효정 4,수13:30-17:30
전선,***의생명과학입문,01,3,호스대,"월15:30-17:00,목15:30-17:00"
전선,인제조직학및실험,01,3,4,"화11:30-13:30,수11:30-13:30"
전선,인제조직학및실험,02,3,4,"목11:30-13:30,금11:30-13:30"
전선,세포생물학,01,3,사조 人 丁,"월13:30-15:00,목13:30-15:00"
전선,면역학,01,3,김호,"월10:00-11:30,화14:00-15:30"
전선,유기화학기초,01,3,홍승택,일11:30-13:00
전선,화학분석,01,3,재원석,목10:00-13:00
전선,동물비교형태학및실험,01,3,배윤환 4,"화11:30-13:30,수13:30-15:30"
전선,보건환경생물학,01,3,김용재,"화10:00-11:30,수10:00-11:30"
전선,생태학및실험,01,3,김용재 4,목15:30-17:30
전선,발생학,01,3,김호,"월11:30-13:00,화16:00-17:30"
전선,의학보건독성학,01,3,배유화 ==,"화14:00-15:30,목10:00-11:30"
전선,미생물학및실험,01,3,장종수 4,"화09:30-11:30,금09:30-11:30"
전선,조류와자원,01,3,기요天H,"화15:30-17:30,목09:30-10:30"
전선,조0늍人H하百0,01,3,김호,목14:00-15:30
전선,생화학,01,3,홍승택,"화10:00-11:30,수13:30-15:00"
전선,기능성소재학1,01,3,박성호,화11:30-13:00
전선,유기화학실험,01,3,홍승택 4,목09:30-13:30
전선,유기반응론,01,3,호스 태,"월13:30-15:00,목13:30-15:00"
전선,바이오센서공학,01,3,홍승택,목11:30-13:00
전선,FL:응용재료학,01,3,박성호,"화10:00-11:30,일15:30-17:00"
전선,생활화학제품제조학실습,01,3,재원석 4,수13:30-17:30
전필,간호학개론,01,2,양화미,수11:30-13:30
전필,간호학개론,02,2,양화미,수13:30-15:30
전필,심리학의이해,01,2,김수미,월11:30-13:30
전필,심리학의이해,02,2,김수미,월13:30-15:30
전필,다문화의이해,01,2,강순남,수09:30-11:30
전필,다문화의이해,02,2,강순남,수11:30-13:30
전필,비판적사고와간호과정,01,2,오영경,금09:30-11:30
전필,비판적사고와간호과정,02,2,오영경,금11:30-13:30
전선,기본간호학,01,2,구민경,월09:30-11:30
전선,기본간호학,02,2,구민경,월11:30-13:30
전선,기본간호학,01,1,구민경 4,화09:30-11:30
전선,기본간호학실습1,02,1,오수일 4,수11:30-13:30
전선,기본간호학실습1,03,1,4,목09:30-11:30
전선,기본간호학실습1,04,1,사7의 미 L— 4,목11:30-13:30
전선,간호와영양,05,1,구민경 4,금09:30-11:30
전선,간호와영양,01,1,구민경,목14:30-15:30
전선,보완대제요법,01,1,구민경,목13:30-14:30
전선,인간관계와의사소통,01,2,김수미,화11:30-13:30
전선,인간관계와의사소통,02,2,김수미,화13:30-15:30
전선,병원미생물학,01,2,김미리,수13:30-15:30
전선,병원미생물학,02,2,김미리,수11:30-13:30
전선,해부생리학Ⅱ,01,2,김미리,화13:30-15:30
전선,해부생리학Ⅱ,02,2,김미리,화11:30-13:30
전선,성인간호학2,01,2,이정실,월11:30-13:30
전선,성인간호학2,02,2,이정실,수11:30-13:30
전선,여성건강간호학1,01,3,김성희,목09:30-12:30
전선,여성건강간호학1,02,3,김성희,화09:30-12:30
전선,아동간호학2,01,2,홍정 민,금09:30-11:30
전선,아동간호학2,02,2,홍정 민,월11:30-13:30
전선,정신간호학1,01,3,김재회,화09:30-12:30
전선,정신간호학1,02,3,김재회,목09:30-12:30
전선,성인간호학실습1,01,2,,목13:30-19:15
전선,성인간호학실습1,02,2,,월13:30-19:15
전선,성인간호학실습1,03,2,,금11:30-17:30
전선,여성건강간호학실습1,01,2,김성희,수11:30-17:30
전선,여성건강간호학실습1,02,2,김성희,금11:30-17:30
전선,여성건강간호학실습1,03,2,김성희,화13:30-19:15
전선,아동간호학실습1,01,2,홍정민,금11:30-17:30
전선,아동간호학실습1,02,2,홍정민,화13:30-19:15
전선,아동간호학실습1,03,2,홍정민,월13:30-19:15
전선,보건교육,01,2,류현숙,수09:30-11:30
전선,건강증진과정책,01,2,류현숙,월09:30-11:30
전필,간호정보학,01,1,사7의 미,금12:30-13:30
전필,간호정보학,02,1,사7의 미 L—,금11:30-12:30
전필,성인간호학4,01,2,강정희,월09:30-11:30
전필,성인간호학4,02,2,강정희,목11:30-13:30
전필,지역사회간호학2,01,3,五 7T =,월11:30-14:30
전필,지역사회간호학2,02,3,五 7T =,화09:30-12:30
전필,지역사회간호학2,01,1,홍정민 4,목11:30-13:30
전필,시뮬레이션실습2,02,1,오영경 4,목11:30-13:30
전필,시뮬레이션실습2,03,1,홍정민 4,목09:30-11:30
전필,시뮬레이션실습2,04,1,4,목09:30-11:30
전필,시뮬레이션실습2,05,1,이정실 4,금09:30-11:30
전필,성인간호학실습3,01,2,강정희,화13:30-19:15
전필,성인간호학실습3,02,2,강정희,수13:30-19:15
전필,성인간호학실습3,03,2,강정희,목13:30-19:15
전필,지역사회간호학실습1,01,1,6,금14:30-17:30
전필,지역사회간호학실습1,02,1,6 五 7T =,화13:30-16:30
전필,지역사회간호학실습1,03,1,6,수13:30-16:30
전필,정신간호학실습2,01,1,6,수09:30-12:30
전필,정신간호학실습2,02,1,6 김재회,목13:30-16:30
전필,정신간호학실습2,03,1,6,월11:30-14:30
전필,노인간호학실습,01,1,6,월15:30-18:25
전필,노인간호학실습,02,1,6 양화미,금14:30-17:30
전필,노인간호학실습,03,1,6,수16:30-19:15
전필,노인간호학,01,1,양화미,화11:30-12:30
전필,노인간호학,02,1,양화미,월09:30-10:30
전필,간호관리학,01,2,양화미,화09:30-11:30
전필,간호관리학,02,2,양화미,수09:30-11:30
전필,안전과간호,01,1,양화미,금11:30-12:30
전필,안전과간호,02,1,양화미,금12:30-13:30
전선,호스피스간호,01,1,장경민,수12:30-13:30
전선,상담이론과실제,01,1,김수미,금13:30-14:30
전선,제육원리,01,3,김홍태,"화10:00-11:30,수13:30-15:00"
전선,***건강과운동의이해,01,3,김홍태,"화15:30-17:00,수12:00-13:30"
전선,플로어볼지도법,01,2,4,월11:30-14:30
전선,플로어볼지도법,02,2,김세웅 4,월14:30-17:30
전선,스포츠생리학,01,3,아그희,"화13:30-15:00,목13:30-15:00"
전필,건강생활과구기스포츠,01,2,김홍태 4,금09:30-12:30
전필,운동저방론,01,3,안근희,
전필,전문실기I,01,2,4,화11:30-14:30
전필,전문실기I,02,2,김세웅 4,화14:30-17:30
전선,웨이트트레이닝,01,2,김세웅 4,수09:30-12:30
전선,스포츠실기지도법,01,2,4,목09:30-12:30
전선,스포츠실기지도법,02,2,김홍태 4,목13:30-16:30
전선,스포츠건강윤리,01,3,김세웅,화09:30-11:00
전선,운동역학,01,3,윤영선,목12:00-13:30
전선,스포츠의학,01,3,안근희,월17:30-18:25
전선,AI와스포스데이터분석실-尺,01,3,윤영선 4,목09:30-11:30
전선,및하계건강스포스실수영-.`,01,2,윤영선 4,
전선,스포스철학및문화사,01,3,여서,"월11:30-12:30,목11:30-13:30"
전선,제육정책및행정론,01,3,김홍태,화19:15-20:05
전선,캡스톤디자인(퍼스널트레이닝지도및실습),01,3,아그희 4,"월09:30-11:30,목09:30-11:30"
전선,***식품영양학개론,01,2,최진희,월13:30-15:30
전선,제과제빵실습,01,2,남세현 4,화10:30-13:30
전선,인제생리학,01,3,식품강사1,"월13:30-15:00,화10:00-11:30"
전선,식품분석및실험,01,3,주신윤 4,"화11:30-13:30,금11:30-13:30"
전선,유기화학,01,3,최지희 = L-,"월15:30-17:00,목14:00-15:30"
전선,지역사회영양학,01,3,최경숙,"일12:00-13:30,월12:00-13:30"
전선,외국조리실습,01,2,주신윤 4,수14:30-17:30
전선,영양학I,01,3,식품강사1,"화13:30-15:00,금11:30-13:00"
전선,식품화학I,01,3,주신윤,수11:30-13:30
전선,조리과학및실험,01,3,4,목13:30-15:30
전선,조리과학및실험,02,3,入人1 4,"화09:30-11:30,목11:30-13:30"
전선,식품가공및저장학,01,3,최지희,"수14:00-15:30,목10:00-11:30"
전선,영양판정및실험,01,3,최경숙 4,화11:30-13:30
전선,영양교육및상담실습,01,3,이희정 4,화13:30-17:30
전선,임상영양학,01,3,식품강사1,"월11:30-13:00,목10:00-11:30"
전선,발효식품학,01,2,최진희,수09:30-11:30
전선,캡스톤디자인(식품영양),01,3,최경숙 4,월13:30-17:30
전선,의학용어(1),01,3,이으미 =,"화12:00-13:30,목12:00-13:30"
전선,보건학,01,3,이윤경,
전선,***보건행정학,01,3,기도하,"화14:00-15:30,목14:00-15:30"
전필,병원경영학,01,3,김동하,
전필,의료병리학,01,3,이은미,목12:00-13:30
전선,보건의료통계,01,3,이 7의 4,"화09:30-11:30,목09:30-11:30"
전선,의료의질관리,01,2,손정연,목11:30-13:30
전선,보건의료커뮤니케이션,01,2,손정연,목13:30-15:30
전선,병원회계,01,3,이 2의,"화12:00-13:30,목12:00-13:30"
전선,병원마케팅!,01,2,보건강사1,금09:30-11:30
전선,질병및의료행위분류,01,2,이으미 8,"화09:30-11:30,목09:30-11:30"
전선,보건의료조직관리,01,2,보건강사1,월09:30-11:30
전선,의무기록전사,01,2,양지연,금13:30-15:30
전선,보건사업관리,01,2,김동하,월11:30-13:30
전선,보건의료법,01,3,보건강사1,"월12:00-13:30,수12:00-13:30"
전선,의무기록정보분석실무,01,3,이은미 4,목09:30-11:30
전선,보건의료정보관리실무,01,3,양지연 4,금09:30-13:30
전선,역학및건강증진,01,2,보건강사1,화13:30-15:30
전선,캡스톤디자인(보건프로그램개발및평가),01,2,김동하 4,화10:00-13:00
전선,인공지능을위한수학Ⅱ,01,3,이저례,"화10:00-11:30,목10:00-11:30"
전선,모빌리티수학,01,3,이민수,"수10:00-11:30,목11:30-13:00"
전선,모빌리티수학,02,3,이민수,"수11:30-13:00,목10:00-11:30"
전선,***미래모빌리티,01,3,이민수,"화14:00-15:30,금10:00-11:30"
전선,융합프로그래밍언어1,01,3,권성재,화11:30-13:00
전선,스마트디지털공학,01,3,김종원 4,수09:30-13:30
전선,스마트회로해석,01,3,김효구 4,
전필,오픈소스SW,01,3,정인혜,"월10:00-11:30,화10:00-11:30"
전필,융합임베디드시스템,01,3,이관형 4,화11:30-13:30
전필,데이터저리프로그램,01,3,스마강사11,화14:00-15:30
전선,디지털HDL코딩,01,3,권성재,화10:00-11:30
전선,융합전자회로실험I,01,3,권성재 4,금09:30-13:30
전선,드론항법시스템,01,3,이과허 4 =°,"월15:30-17:30,목13:30-15:30"
전선,피지컬AI,01,3,스마강사11,"수14:00-15:30,목10:00-11:30"
전선,캡스톤디자인(모빌리티와융합IPI),01,3,이관형 4,수13:30-17:30
전선,드론매핑,01,3,이관형 4,목09:30-13:30
전선,***컴퓨터프로그래밍기초,01,3,정문성,"월09:30-11:00,목09:30-11:00"
전선,컴퓨터공학입문,01,3,장윤석,
전선,컴퓨터공학입문,02,3,정문성,"목11:30-13:00,일11:30-13:00"
전선,자료구조,01,3,4,"월15:30-17:30,화11:30-13:30"
전선,자료구조,02,3,박정규 4,"수13:30-15:30,목13:30-15:30"
전선,iOS프로그래밍,01,3,박정규,"월10:00-11:30,화09:30-11:00"
전선,iOS프로그래밍,02,3,박정규,"월13:30-15:00,화13:30-15:00"
전선,는리회로및실습,01,3,4,"월11:30-13:30,금11:30-13:30"
전선,는리회로및실습,02,3,자 人터 4,"월09:30-11:30,금09:30-11:30"
전선,자바프로그래밍,01,3,71XH 미,"월13:30-15:00,화15:30-17:00"
전선,자바프로그래밍,02,3,71XH 미,"수13:30-15:00,목13:30-15:00"
전필,프론트엔드웹디자인,01,3,71X-l 미,"수09:30-11:00,목09:30-11:00"
전필,프론트엔드웹디자인,02,3,71X-l 미,"수15:30-17:00,목15:30-17:00"
전필,운영제제론,01,3,이시지,"월10:00-11:30,목10:00-11:30"
전필,운영제제론,02,3,이시지 l¯,"월13:30-15:00,목13:30-15:00"
전선,컴퓨터알고리즘,01,3,박정규,"수11:30-13:00,목11:30-13:00"
전선,컴퓨터알고리즘,02,3,박정규,"수15:30-17:00,목15:30-17:00"
전선,데이터베이스론,01,3,신 판섭,"수10:00-11:30,금10:00-11:30"
전선,데이터베이스론,02,3,신 판섭,"수13:30-15:00,금13:30-15:00"
전선,게임프로그래밍,01,3,김정민 4,"월15:30-17:30,화13:30-15:30"
전선,임베디드시스템응용,01,3,장윤석,화09:30-12:30
전선,분산.객제시스템설계,01,3,시표卜서 4,"화09:30-11:30,목09:30-11:30"
전선,분산.객제시스템설계,02,3,시표卜서 4 E L— L—,"화13:30-15:30,목13:30-15:30,수13:30-15:30"
전선,리눅스시스템,01,3,4,금13:30-15:30
전선,리눅스시스템,02,3,이시진 4,"수09:30-11:30,금09:30-11:30"
전선,***AI빅데이터와융합IP,01,3,정종진,목13:30-16:30
전선,컴퓨터프로그래밍(C언어),01,3,유승호,목09:30-12:30
전선,데이터기반프로그래밍(2),01,3,4 AI빅강사1,"수09:30-11:30,금09:30-11:30"
전선,프론트엔드웹설계,01,3,홍명덕 4,
전선,빅데이터분석입문,01,3,서해선 4,화09:30-13:30
전선,데이터구조의이해,01,3,손방용,화13:30-16:30
전선,엣지컴퓨팅,01,3,김종원 4,수13:30-17:30
전선,빅데이터수리통계,01,3,손방용,목10:00-13:00
전선,플랫폼OS,01,3,이현구,화11:30-14:30
전선,대용량데이터베이스설계,01,3,유승호 4,목13:30-17:30
전선,오픈소스소프트웨어응용,01,3,4 AI빅강사1,"월15:30-17:30,화09:30-11:30"
전선,드론영상비정형데이터AI,01,3,서해선 4,월09:30-13:30
전선,캡스톤디자인(빅데이터분,01,3,4 AI빅강사1,월09:30-13:30
전선,딥러닝의이해및실습,01,3,정종진,수13:30-16:30
전선,서버구축관리,01,3,4 AI빅강사1,"화15:30-17:30,수11:30-13:30"
전선,***융합산업보안론,01,3,박현호,수09:30-12:30
전선,이산수학구조론,01,3,스마강사12,"화13:30-15:00,수13:30-15:00"
전필,SW프로그래밍,01,3,김자워 4,"월13:30-15:30,목13:30-15:30"
전필,현대암호학,01,3,이성진,
전선,데이터구조,01,3,김자원 4,"화13:30-15:30,수11:30-13:30"
전선,운영제제와아기텍저,01,3,김자원,목17:30-18:25
전선,사이버보안,01,3,스마강사4,"목13:30-15:00,금13:30-15:00"
전선,데이터베이스및보안,01,3,스마강사12,"수10:00-11:30,금12:00-13:30"
전선,네트워크와보안컴퓨터,01,3,4 스마강사4,"월09:30-11:30,목09:30-11:30"
전선,인공지능및보안,01,3,이서지,"화13:30-15:00,목13:30-15:00"
전선,디지털포렌식,01,3,김자원 4,"목13:30-15:30,일11:30-13:30"
전선,스마트물리보안,01,3,박현호,화09:30-12:30
전선,악성코드분석,01,3,스마강사4,"월12:00-13:30,수13:30-15:00"
전선,SW오픈소스기초,01,3,정수경 4,목11:30-15:30
전선,캡스톤디자인(보안인증),01,3,4 스마강사12,"월13:30-15:30,금09:30-11:30"
전필,의료영상및헬스케어시스테,01,3,권성재,목14:00-17:00
전선,기초장의적공학설계,01,3,4 전기강사1,화13:30-17:30
전선,***전기의세계,01,3,기조人 曰°丁,"화11:30-13:00,목11:30-13:00"
전필,기초회로실험,01,3,4,목09:30-13:30
전필,기초회로실험,02,3,4,목13:30-17:30
전선,회로이론I,01,3,김남준,목10:00-11:30
전선,전자기래,01,3,전기강사2,"월11:30-13:00,금11:30-13:00"
전선,프로그래밍언어1,01,3,김종수,수17:30-18:25
전선,AI활용마이크로컨트를러,01,3,김종수 4,목13:30-17:30
전선,전기기기l,01,3,김남준,
전선,능동소자물성공학,01,3,전기강사2,"수10:00-11:30,금10:00-11:30"
전선,전력공학,01,3,자준민,화10:00-11:30
전선,전기설비설계,01,3,4 전기강사2,월13:30-17:30
전선,고전압대전력공학,01,3,전기강사2,"월10:00-11:30,목11:30-13:00"
전선,전력전자공학Ⅱ,01,3,김남준 4,일11:30-13:30
전선,캡스톤디자인(전기1),01,3,자준민 4,수11:30-15:30
전선,발전공학,01,3,자준민,
전선,화학공학개론,01,3,박귀남,화13:30-16:30
전선,***지속가능한화학공학의이해,01,3,dH벼大놰,"목13:30-15:00,수13:30-15:00"
전선,화공물리화학,01,3,배병철,화17:30-18:25
전선,유기화학,01,3,배병철,"월15:30-17:00,목14:00-15:30"
전선,공업수학(화학공학),01,3,이주형,"수13:30-15:00,금10:00-11:30"
전선,화공기초실습,01,3,김용렬 4,화13:30-17:30
전필,나노재료공학,01,3,저 태,"수10:00-11:30,목13:30-15:00"
전필,화공열역학,01,3,이주형,"목10:00-11:30,월10:00-11:30"
전필,고분자합성,01,3,이주형,화10:00-13:00
전선,유무기복합소재이론및응,01,3,이주형 4,월13:30-17:30
전선,공정유제역학,01,3,저 右4 태,"화13:30-15:00,목10:00-11:30"
전선,화학공정실험,01,3,김용렬 4,수13:30-17:30
전선,화학반응공학,01,3,정현택,
전선,취장업세미나(화학공학),01,3,박귀남,목13:30-16:30
