이수구분,교과명,분반,학점,담당교수,강의시간
교직,교육방법및교육공학,01,2,김기홍,화15:30-17:30
교직,교직실무,01,2,이정,화17:30-19:15
교직,교육과정,01,2,김기홍,목11:30-13:30
교직,교육봉사활동,01,2,김기홍,월17:30-19:15
교직,학교현장실습,01,2,김기홍,월13:30-15:30
교직,학교현장실습,02,2,김기홍,화13:30-15:30
교직,예비교원성인지교육,01,1,김기홍,수11:30-12:30
교직,디지털교육,01,2,김기홍,수13:30-15:30
일선,안보학(군사학),01,3,박종현,"월14:00-16:00,금13:30-17:30"
일선,현장실습\/,01,12,취업강사1,
일선,조직리더십(군사학),01,3,노보환,"금13:30-17:30,월14:30-16:30"
전선,초급한문,01,3,나권수,월09:30-12:30
전선,수도교화실습,01,1,자선근 4,월18:00-19:40
전선,대순종학종론,01,3,이경원,"화13:30-15:00,수13:30-15:00"
전필,종교학개론,01,2,자선근,수15:30-17:30
전필,전경통독,01,3,최치봉,
전필,수도교화실습Ⅲ,01,1,이재호 4,"수08:00-19:40,수18:00-19:40"
전선,대순문화콘텐츠제작1,01,2,김안주 8,화09:30-13:30
전선,대순작문법과논술,01,3,이경원,"화15:30-17:00,수15:30-17:00"
전선,대순종교철학,01,2,자선근,월13:30-15:30
전선,대순인문지리학,01,3,박상규,목13:30-16:30
전선,대순물질종교학,01,3,최치봉,목13:30-15:00
전선,수도교화실습Ⅴ,01,1,박상규 4,목18:00-19:40
전선,대순문화콘텐스제작Ⅲ,01,2,김안주 8,화13:30-17:30
전선,대순진리회요람강독,01,3,이7의워 OI—,"수10:00-11:30,목10:00-11:30"
전선,수도교화실습Ⅶ,01,1,이경원 4,목18:00-19:40
전선,서양종교사상사,01,3,최치봉,화10:00-11:30
전선,전경한문강독Ⅱ,01,3,박상규,
전선,대순비교종교학,01,2,자선근,목13:30-15:30
전선,해원사상과문화,01,2,이재호,수13:30-15:30
전선,기초영어회화,01,3,HILL BRIAN,"수11:30-13:00,금11:30-13:00"
전선,***영문학개론,01,3,변효저,"화14:00-15:30,목14:00-15:30"
전선,스크린영어,01,3,BH 스보,"월13:30-15:00,수15:30-17:00"
전선,스크린영어,02,3,BH 스보,"월15:30-17:00,수13:30-15:00"
전선,시사영어,01,3,배주현,"수10:00-11:30,금13:30-15:00"
전선,영어학개론,01,3,기하규,"화15:30-17:00,목15:30-17:00"
전선,영미아동문학,01,3,이희처,"화10:00-11:30,목10:00-11:30"
전선,시와영어교육,01,3,배주현,"수13:30-15:00,금10:00-11:30"
전선,영미시의이해,01,3,0늍규워 L— =,"화12:00-13:30,목12:00-13:30"
전선,실용영문법,01,3,나병모,목12:00-13:30
전선,미국명작특강,01,3,공명수,"월13:30-15:00,화13:30-15:00"
전선,세익스피어,01,3,임도 허 =,"화15:30-17:00,목15:30-17:00"
전선,영소설특강,01,3,백승봉,목20:30-21:20
전선,캡스톤디자인(영어프레젠테이션),01,3,Mark 4 Burman,"화11:30-13:00,목11:30-13:00"
전선,영어구문분석,01,3,나병모,목14:00-15:30
전선,현대영미시,01,3,0늍규워,"화14:00-15:30,목10:00-11:30"
전선,미국캐릭터산업의이해,01,3,공명수,"월10:00-11:30,화10:00-11:30"
전선,시의활용과AI윤리,01,3,역사강사1,목13:30-16:30
전선,한국사길잡이,01,3,u卜 人해,"월10:00-11:30,목10:00-11:30"
전선,***문화콘텐스입문,01,3,김 영주,수09:30-12:30
전선,링삼국지와스토리텔,01,3,김용전,"월12:00-13:30,화12:00-13:30,일12:00-13:30"
전선,봉건사회에서르네상스까,01,3,정동준,목09:30-12:30
전선,역사와문화콘한국고대의텐大,01,3,d卜 人해,"화13:30-15:00,목13:30-15:00"
전선,K컬저1:K필름과K드라마,01,3,김승남,"목13:30-15:00,일13:30-15:00"
전선,대역사와문화의한국근현콘텐大,01,3,김영완,수10:00-13:00
전선,문화원형과동양고전,01,3,71스나,"화13:30-15:00,목13:30-15:00"
전선,유럽의근대문화,01,3,정동준,화09:30-12:30
전선,유목민의삶과역사,01,3,김용전,"목12:00-13:30,월10:00-11:30"
전선,한국사스토리텔링,01,3,박윤선,
전선,콘텐츠기획및제작,01,3,역사강사1,목09:30-12:30
전선,캡스톤디자인(졸업작품제사入l人,01,3,박윤선 4,"화09:30-11:30,금09:30-11:30"
전선,역사와인물중국의,01,3,기 요처,"수10:00-11:30,목12:00-13:30"
전선,장의적발상과커뮤니케이人,01,3,조용기,"화15:30-17:00,수15:30-17:00"
전선,한국근현대문화유산탐방,01,3,김영완,수13:30-16:30
전선,***장의적문예콘텐스의세계(입문),01,3,시조고 I—OI—,"화15:30-17:00,목15:30-17:00"
전선,문화콘텐스로읽는한국문하,01,3,시재의,"화13:30-15:00,목13:30-15:00"
전선,스토리텔링의기초,01,3,人l조고 L— L—,"화10:00-11:30,목10:00-11:30"
전선,시쓰기와감성개발,01,3,강은진,수13:30-16:30
전선,소설쓰기의이해와기초,01,3,장해려,"수11:30-13:00,목10:00-11:30"
전선,근대문제작가와서사전략,01,3,장해련,"화10:00-11:30,수10:00-11:30"
전선,신화와문화적상상력,01,3,문예강사1,월09:30-12:30
전선,광고언어연구,01,3,문예강사1,"수13:30-15:00,목13:30-15:00"
전선,소설장작세미나,01,3,장해련,금09:30-12:30
전선,시나리오장작연습심화,01,3,신종곤,월13:30-16:30
전선,희곡장작연습,01,3,人l조고 L— L—,"화11:30-13:00,목11:30-13:00"
전선,문학과상호텍스트성,01,3,문예강사1,"화10:00-11:30,수10:00-11:30"
전선,웹과모바일콘텐츠의실제,01,3,박성효,화13:30-16:30
전선,아동문예장작연습,01,3,최영동,월10:00-13:00
전선,캡스톤디자인(포트폴리오제작1),01,3,장해려 4,"화11:30-13:30,목11:30-13:30"
전선,기초조형연습,01,3,4,목09:30-13:30
전선,기초조형연습,02,3,박민숙 4,금09:30-13:30
전선,***드로잉의기초,01,3,유한이 4,월09:30-13:30
전선,***드로잉의기초,02,3,정미혜 4,월13:30-17:30
전선,디지털페인팅기초,01,3,4,수13:30-17:30
전선,디지털페인팅기초,02,3,노승복 4,화09:30-13:30
전선,평면표현연습,01,3,우상희 4,화09:30-13:30
전선,현대회화,01,3,김시은 4,목13:30-17:30
전선,현대미술연귀,01,2,오세권,목11:30-13:30
전선,기초조소,01,3,백연수 4,수09:30-13:30
전선,디지털표현기법,01,3,허혁준 4,월09:30-13:30
전선,장작평면실기,01,3,우상희 4,화13:30-17:30
전선,현대미술이론,01,3,이혜원,
전선,미디어연귀,01,3,노승복 4,수09:30-13:30
전선,입제연구,01,3,박민숙 4,화09:30-13:30
전선,미술교육프로그램개발,01,2,황귀영,수13:30-15:30
전선,평면졸업작품연귀,01,3,노승복 4,목13:30-17:30
전선,입제졸업작품연귀,01,3,박민숙 4,수09:30-13:30
전선,웹툰기법,01,3,황기연 4,목09:30-13:30
전선,웹툰기법,02,3,서정화 4,목13:30-17:30
전선,게임의이해,01,2,박재형,화15:30-17:30
전선,게임의이해,02,2,박재형,화13:30-15:30
전선,웹툰컨셉디자인,01,2,4 미술강,화09:30-12:30
전선,웹툰컨셉디자인,02,2,사2 4,수13:30-16:30
전선,웹툰배경,01,3,4,월13:30-17:30
전선,웹툰배경,02,3,김태형 4,월09:30-13:30
전선,게임컨셉디자인,01,3,4,수09:30-13:30
전선,게임컨셉디자인,02,3,기 지 古 4,금09:30-13:30
전선,게임스토리텔링,01,2,박재형,화11:30-13:30
전선,캡스톤디자인(원화일러스트레이션),01,3,김현성 4,수09:30-13:30
전선,게임크리져디자인,01,3,남상수 4,금09:30-13:30
전선,웹툰장작연구,01,3,4 미술강사2,월13:30-17:30
전선,웹툰컨셉디자인심화,01,3,황기연 4,목13:30-17:30
전선,게임컨셉심화I,01,3,김진훈 4,월09:30-13:30
전선,캡스톤디자인(게임졸업작품연귀),01,3,김진훈 4,목09:30-13:30
전선,만화졸업작품연구,01,3,4 미술강사2,금09:30-13:30
전선,만화기획및제작,01,2,서정화 4,목09:30-12:30
전선,시를활용한게임포트폴리오제작1,01,2,김진훈 4,목13:30-16:30
전선,***디자인론,01,2,김현,수13:30-15:30
전선,컴퓨터그래픽,01,3,4 시각강사1,화09:30-13:30
전선,조형l,01,2,박상희 4,수09:30-12:30
전선,관찰과표현기법,01,2,4 시각강사4,목13:30-16:30
전선,디지털일러스트레이션,01,2,4 시각강사3,화13:30-16:30
전선,디지털일러스트레이션,02,2,김현 4,수09:30-12:30
전선,비주얼인포메이션디자인,01,2,4,수13:30-16:30
전선,비주얼인포메이션디자인,02,2,윤여경 4,월13:30-16:30
전선,AI프름프트디자인,01,2,4 시각강사4,목09:30-12:30
전선,디자인교과교육론,01,3,최윤의,
전선,지역기반프로모션디자인1,01,3,4 시각강사2,수13:30-17:30
전선,웹인터페이스디자인1,01,3,윤여경 4,수09:30-13:30
전선,디자인타이포그래피1,01,3,4 시각강사1,월09:30-13:30
전선,디자인l커뮤니케이션,01,2,이혜준 4,화09:30-12:30
전선,에디토리얼디자인,01,3,4 시각강사1,월13:30-17:30
전선,에디토리얼디자인,02,3,4 시각강사3,화09:30-13:30
전선,人I각디자인,01,3,4,화09:30-13:30
전선,人I각디자인,02,3,시각강사5 4,화13:30-17:30
전선,人I각디자인,03,3,이혜준 4,화13:30-17:30
전선,취장업세미나(시각디자인),01,3,윤여경,목13:30-16:30
전선,디자인교과교재연구및지도법,01,3,최윤의,월09:30-12:30
전선,패기지디자인I,01,3,4 시각강사2,월09:30-13:30
전선,패기지디자인I,02,3,4 시각강사2,수09:30-13:30
전선,패기지디자인I,03,3,박상희 4,수13:30-17:30
전선,인터렉티브디자인,01,3,4,화13:30-17:30
전선,인터렉티브디자인,02,3,4 윤여경,화09:30-13:30
전선,인터렉티브디자인,03,3,4,월09:30-13:30
전선,컴퓨터디자인론,01,3,홍경민 4,화09:30-13:30
전선,***디자인는리와이해,01,2,최성운 4,월09:30-12:30
전선,CAD디자인론,01,2,박찬훈 4,수13:30-16:30
전선,기초조형디자인,01,3,장소연,목13:30-16:30
전선,기초제품디자인,01,3,4,화09:30-13:30
전선,기초제품디자인,02,3,최성운 4,화13:30-17:30
전선,기초공간디자인,01,3,송규호 4,목13:30-17:30
전선,제품컴퓨터모델링l,01,3,4,수09:30-13:30
전선,제품컴퓨터모델링l,02,3,홍경민 4,수13:30-17:30
전선,공간디지털모델링,01,2,최현철 4,목09:30-12:30
전선,프러덕트디자인,01,3,최성운 4,수09:30-13:30
전선,U)(전시디자인,01,3,4,화13:30-17:30
전선,U)(전시디자인,02,3,송규호 4,화09:30-13:30
전선,VMD공간디자인,01,3,4,화09:30-13:30
전선,VMD공간디자인,02,3,김미숙 4,화13:30-17:30
전선,캡스톤디자인(산학협동디자인),01,3,홍경민 4,월09:30-13:30
전선,제품디자인실뮈,01,3,최성운 4,수13:30-17:30
전선,공간연출디자인실뮈,01,3,김미숙 4,월09:30-13:30
전선,U)(환경디자인실무,01,3,송규호 4,수09:30-13:30
전선,라이프제품디자인실무,01,3,홍경민 4,월13:30-17:30
전선,영화개론,01,3,최수지,"월09:30-11:00,화09:30-11:00,일09:30-11:00"
전선,***영상콘텐스의이해,01,2,김수열 4,목13:30-16:30
전선,영상솰영기초,01,2,윤장호 4,수14:30-17:30
전선,시나리오작법,01,2,문정미 4,화13:30-16:30
전선,1인미디어제작실습,01,2,4,목11:30-14:30
전선,1인미디어제작실습,02,2,윤장호 4,목14:30-17:30
전선,한국영화사,01,3,최수지,목14:30-17:30
전선,디지털편집,01,3,신재준 4,화13:30-17:30
전선,미술의영화이해,01,2,윤장호 4,월14:30-17:30
전선,영상좔영실무,01,3,윤장호 4,월09:30-13:30
전선,포스트프로덕션제작실습,01,3,4,화09:30-13:30
전선,포스트프로덕션제작실습,02,3,성지영 4,목09:30-13:30
전필,디지털영상제작실습,01,2,4,수09:30-12:30
전필,디지털영상제작실습,02,2,으 7 入 丁 “ 4,수13:30-16:30
전필,캡스톤디자인(영화제작실습I),01,3,성지영 4,수09:30-13:30
전필,캡스톤디자인(영화제작실습I),02,3,윤장호 4,수09:30-13:30
전선,영화작가의이해,01,3,최수지,"월11:30-13:30,화12:30-13:30"
전선,캡스톤디자인(영상콘텐스산업의이해),01,2,최수지 4,월14:30-17:30
전선,컬러그레이딩제작실습,01,2,신재준 4,화09:30-12:30
전선,장르와스타일분석,01,2,김수열 4,목09:30-12:30
전선,취장업세미나(영화영상),01,3,한우정 4,목13:30-17:30
전선,캡스톤디자인(영화제작실습lll),01,3,한우정 4,화13:30-17:30
전선,캡스톤디자인(영화제작실습Ⅲ),02,3,한우정 4,수13:30-17:30
전선,영화기획,01,2,김 명주 4,월09:30-12:30
전선,연기.연출실습I,01,2,황연희 4,목13:30-16:30
전선,연기.연출실습I,02,2,장경순 4,목13:30-16:30
전선,음성훈련I,01,2,4 연극강사1,수09:30-12:30
전선,공연스텝실습기초I,01,3,장경순 4,금09:30-13:30
전선,공연제작융합과정,01,2,안대천 4,화12:30-15:30
전선,신제훈련,01,2,오광욱 4,월13:30-16:30
전필,***인공지능시대의연극개,01,3,안정민,"화10:00-11:30,수13:00-14:30"
전필,화술1,01,2,4,화11:30-14:30
전필,화술1,02,2,황연희 4,수10:00-13:00
전필,공연제작Ⅱ,01,2,4,월09:30-12:30
전필,공연제작Ⅱ,02,2,권영호 4,수14:00-17:00
전선,카메라연기,01,2,김명화 4,금13:30-16:30
전선,가장,01,3,4,목09:30-13:30
전선,가장,02,3,2의 소 五 4,목13:30-17:30
전선,연극교육론,01,3,김기란,금09:30-12:30
전선,공연제작융합과정Ⅱ,01,3,정태진,화15:30-18:25
전선,발레,01,2,김진선 4,화14:30-17:30
전선,서양연극사,01,2,안정민,목13:30-15:30
전선,연극영화교과교육론,01,3,김기란,수14:30-17:30
전선,공연제작융합과정Ⅳ,01,2,임은주 4,월10:00-13:00
전선,캡스톤디자인(공연제작Ⅳ),01,3,4,화14:30-18:25
전선,캡스톤디자인(공연제작Ⅳ),02,3,안정 민 4,금13:30-17:30
전선,연기심화과정,01,2,박윤희 4,목09:30-12:30
전필,공연과영상실습,01,2,장경순 4,수13:30-16:30
전선,연극교육프로그램개발,01,2,김명정 4,목10:30-13:30
전선,취창업세미나(연기),01,3,장경순 4,월10:30-14:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",01,1,2,금09:30-10:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",02,1,2,금10:30-11:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",03,1,2,금11:30-12:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",04,1,2,금12:30-13:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",05,1,2 실용강사1,금13:30-14:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",06,1,2,금14:30-15:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",07,1,2,목09:30-10:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",08,1,2,목10:30-11:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",09,1,2,목11:30-12:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",10,1,2,금09:30-10:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",11,1,2,금10:30-11:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",12,1,2,금11:30-12:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",13,1,2,금12:30-13:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",14,1,2 실용강사2,금13:30-14:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",15,1,2,금14:30-15:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",16,1,2,목09:30-10:30
전필,"전공실기기초(보컬,송라이팅′미디작곡)1",17,1,2,목10:30-11:30
전선,컴퓨터음악기초1,18,1,2,목11:30-12:30
전선,컴퓨터음악기초1,19,1,2,금09:30-10:30
전선,컴퓨터음악기초1,20,1,2,금10:30-11:30
전선,컴퓨터음악기초1,21,1,실용강사3 2,금11:30-12:30
전선,컴퓨터음악기초1,22,1,2,금12:30-13:30
전선,컴퓨터음악기초1,01,2,김진하 2,수11:30-13:30
전선,방송댄스1,01,2,4,화12:30-14:30
전선,방송댄스1,02,2,김지영 4,화14:30-16:30
전선,퍼포먼스워크샵1,01,2,권상희 4,목10:30-12:30
전선,세션앙상블1,01,2,노승현 2,월14:30-16:30
전선,세션앙상블1,02,2,마준호 2,월14:30-16:30
전선,발성과딕션1,01,2,박봄 4,목12:30-14:30
전선,***화성과실용음악이론기大,01,3,권상희 2 전공입문,화14:30-17:30
전선,***화성과실용음악이론기大,01,1,"이수 시, 2",수11:30-12:30
전선,***화성과실용음악이론기大,02,1,2,수12:30-13:30
전선,***화성과실용음악이론기大,03,1,권상희 2,수13:30-14:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",04,1,2,수14:30-15:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",05,1,2,수11:30-12:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",06,1,2 B卜口l入 丁 =,수12:30-13:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",07,1,2,수13:30-14:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",08,1,2 실용강사3,월13:30-14:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",09,1,주형우 2,화12:30-13:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",10,1,2,월11:30-12:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",11,1,김여진 2,월14:30-15:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",12,1,전시인 2,목14:30-15:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",13,1,박봄 2,목14:30-15:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",14,1,2,목10:30-11:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",15,1,이길상 2,목11:30-12:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",16,1,이길상 2,목16:30-17:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",17,1,2,금11:30-12:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",18,1,2 김찬오,금13:30-14:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",19,1,2,금14:30-15:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",20,1,주형우 2,화18:25-19:15
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",21,1,2,월09:30-10:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)1",22,1,2,월10:30-11:30
전선,실용음악화성학1,23,1,2,월11:30-12:30
전선,실용음악화성학1,24,1,2,월12:30-13:30
전선,실용음악화성학1,01,2,김현지,수11:30-13:30
전선,컴퓨터음악응용1,01,2,김진하 2,수09:30-11:30
전선,퍼포먼스워크샵3,01,2,권상희 4,화10:30-12:30
전선,세션앙상블3,01,2,노승현 2,월12:30-14:30
전선,세션앙상블3,02,2,마준호 2,월12:30-14:30
전선,앙상블,01,2,이길상 4,목12:30-14:30
전선,생성형AI송라이팅1,01,2,유영하 2,화13:30-15:30
전선,생성형AI송라이팅1,01,1,2,화15:30-16:30
전선,생성형AI송라이팅1,02,1,2,화16:30-17:30
전필,"전공실기심화(보컬,송라이팅,미디작곡)3",03,1,2,화17:30-18:25
전필,"전공실기심화(보컬,송라이팅,미디작곡)3",04,1,박민주 2,수14:30-15:30
전필,"전공실기심화(보컬,송라이팅,미디작곡)3",05,1,2,목10:30-11:30
전필,"전공실기심화(보컬,송라이팅,미디작곡)3",06,1,2,목11:30-12:30
전필,"전공실기심화(보컬,송라이팅,미디작곡)3",07,1,조경란 2,목12:30-13:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)3",08,1,조경란 2,목13:30-14:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)3",09,1,김찬오 2,금10:30-11:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)3",10,1,2,월09:30-10:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)3",11,1,2,월10:30-11:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)3",12,1,2,월11:30-12:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)3",13,1,2,월12:30-13:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)3",14,1,실용강사4 2,월13:30-14:30
전필,"전공실기심화(보컬,송라이팅′미디작곡)3",15,1,2,월14:30-15:30
전선,스튜디오프로듀싱1,16,1,2,월15:30-16:30
전선,스튜디오프로듀싱1,17,1,2,월16:30-17:30
전선,스튜디오프로듀싱1,01,2,유영하 4,화10:30-12:30
전선,대중음악사1,01,2,김현지,수09:30-11:30
전선,관현악편곡법1,01,1,김진하 2,수13:30-14:30
전선,앙상블Ⅲ,01,2,이길상 4,목14:30-16:30
전선,퍼포먼스워크샵5,01,2,권상희 4,화12:30-14:30
전선,미디어콘텐스제작기초,01,3,마준호 4,월09:30-12:30
전선,스튜디오프로듀싱응용1,01,2,유영하 4,화15:30-17:30
전선,스튜디오프로듀싱응용1,01,1,2,월12:30-13:30
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",02,1,2,월15:30-16:30
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",03,1,2,화13:30-14:30
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",04,1,入右의 丁 丁 2,화14:30-15:30
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",05,1,박민주 2,
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",06,1,전시인 2,목15:30-16:30
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",07,1,전시인 2,목16:30-17:30
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",08,1,박봄 2,목15:30-16:30
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",09,1,2,화09:30-10:30
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",10,1,2,화10:30-11:30
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",11,1,2,화11:30-12:30
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",12,1,2,화12:30-13:30
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",13,1,2 실용강사5,화13:30-14:30
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",14,1,2,화14:30-15:30
전선,"전공실기심화(보컬,송라이팅′미디작곡)5",15,1,2,화15:30-16:30
전선,퍼포먼스워크샵7,16,1,2,화16:30-17:30
전선,퍼포먼스워크샵7,17,1,2,화17:30-18:25
전선,퍼포먼스워크샵7,01,2,권상희 4,목12:30-14:30
전선,캡스톤디자인(졸업연주워크샵1),01,2,권상희 4,월13:30-15:30
전선,한국문화교육론(3영역),01,3,김연회,화09:30-12:30
전선,현대시의이론과실제,01,3,전철희,화09:30-12:30
전선,한국어문법교육론(3영역),01,3,기여희,"화15:00-16:30,목11:00-12:30"
전선,외국어로서의한국어교육실습(5영역),01,3,공하림,수13:00-16:00
전선,한국어평가론(3영역),01,3,기여희,"화13:30-15:00,목09:30-11:00"
전선,경제학원론,01,3,조윤기,"화14:00-15:30,수11:30-13:00"
전선,경제학원론,02,3,조윤기,"수14:00-15:30,목14:00-15:30"
전선,***경제학입문,01,3,조윤기,"월14:00-15:30,화14:00-15:30,수11:30-13:00,목15:30-17:00"
전선,개인재무설계),01,3,신영철,화17:00-18:00
전선,미시경제학,01,3,신영철,"목10:00-11:30,화17:00-18:00"
전선,거시경제학,01,3,현성민,월14:30-17:30
전선,기업회계,01,3,이의경,"목14:30-17:30,화11:30-13:00"
전선,경제의글로벌이해,01,3,권선희,수11:30-13:00
전선,경제의글로벌이해,02,3,권선희,목17:30-18:25
전선,화페금융,01,3,현성민,수14:30-17:30
전선,산업경제,01,3,조윤기,"화11:30-13:00,목11:30-13:00"
전선,국제경제,01,3,궈서희,"화10:00-11:30,목10:00-11:30"
전선,캡스톤디자인(글로벌경제현상분석),01,3,권선희 4,수13:30-17:30
전선,전략적사고,01,3,권선희,목10:00-11:30
전필,경영통계학,01,3,경영강사3,"수11:30-13:00,목11:30-13:00"
전필,경영통계학,02,3,김신중,화13:30-16:30
전선,***경영학원론,01,3,기 저 人I,"목14:00-15:30,수15:30-17:00"
전선,재무회계,01,3,사人d 지,"화10:00-11:30,목10:00-11:30"
전선,재무회계,02,3,사人d 지 L—,"화11:30-13:00,목11:30-13:00,화14:00-15:30"
전선,마케팅관리,01,3,경영강사2,목14:00-15:30
전선,마케팅관리,02,3,경영강사2,"화15:30-17:00,목15:30-17:00"
전선,마케팅관리,03,3,손준상,"월11:30-13:00,화11:30-13:00"
전선,조직행동론,01,3,71X-l人I,"수14:00-15:30,월14:00-15:30"
전선,조직행동론,02,3,71X-l人I,금20:30-21:20
전선,계량의사결정론,01,3,경영강사3,"월10:00-11:30,수10:00-11:30,월11:30-13:00"
전선,e-비즈니스,01,3,人d 여 크,수11:30-13:00
전선,e-비즈니스,02,3,人d 여 크 TT,금10:30-13:30
전선,e-비즈니스,03,3,TT,월17:30-18:25
전선,증권투자론,01,3,경영강사1,"화11:30-13:00,목11:30-13:00"
전선,증권투자론,02,3,경영강사1,"월15:30-17:00,수15:30-17:00"
전선,증권투자론,03,3,이의경,수09:30-12:30
전선,원가.관리회계,01,3,사人:•l 지,"월11:30-13:00,수11:30-13:00"
전선,원가.관리회계,02,3,사人:•l 지,금17:30-18:25
전선,서비스운영관리,01,3,경영강사3,"월14:00-15:30,화14:00-15:30"
전선,서비스운영관리,02,3,김신중,화09:30-12:30
전선,소비자행동론,01,3,경영강사2,"월11:30-13:00,수11:30-13:00"
전선,소비자행동론,02,3,사 人 入 亡=,"화14:00-15:30,월14:00-15:30"
전선,경영분석,01,3,경영강사1,"화14:00-15:30,목14:00-15:30"
전선,경영분석,02,3,이의경,수14:30-17:30
전선,경영전략론,01,3,71X-l人I,"월15:30-17:00,목15:30-17:00"
전선,경영전략론,02,3,71X-l人I,화19:15-20:05
전선,취장업세미나(경영),01,3,김정식,금13:30-16:30
전선,비즈니스애널리틱스,01,3,人d 여 7¯r,목11:30-13:00
전선,비즈니스영어,01,3,맹철규,"화10:00-11:30,수10:00-11:30"
전선,비즈니스영어,02,3,맹철규,목19:40-20:30
전선,***국제통상학의이해,01,3,고재길,"월11:30-13:00,목11:30-13:00"
전필,국제통상실뮈,01,3,손상기,"화11:30-13:00,수11:30-13:00"
전필,국제통상실뮈,02,3,손상기,
전선,국제금융론,01,3,고재길,"월10:00-11:30,화10:00-11:30"
전선,국제금융론,02,3,고재길,목18:25-19:15
전선,무역관련기본법규,01,3,오진 호,화13:30-15:00
전선,글로벌e-Business,01,3,고형일,수13:30-16:30
전선,대금결제론,01,3,소사기,"월11:30-13:00,목11:30-13:00"
전선,국제운송론,01,3,오지 호,"수11:30-13:00,목14:00-15:30"
전선,디지털무역론,01,3,오진 호,"화15:30-17:00,수14:00-15:30"
전선,무역과통상정책,01,3,고재길,"수10:00-11:30,목10:00-11:30"
전선,신용장클레임사례,01,3,손상기,화10:00-11:30
전선,동북아통상론,01,3,고재길,"화11:30-13:00,수10:00-11:30"
전선,국제경영전략,01,3,손상기,목10:00-11:30
전선,국제경영전략,02,3,손상기,금19:40-20:30
전선,취장업세미나(국통),01,3,정필성 4,화13:30-17:30
전선,국제유통세미나,01,3,오지 호,"월11:30-13:00,목11:30-13:00"
전선,"캡스톤디자인(무역,e-Business)",01,3,고재길 4,수13:30-17:30
전선,경제분석원론,01,3,大l°사,"화14:00-15:30,목14:00-15:30"
전선,문화와정치,01,3,노병렬,목13:30-15:00
전선,***국제지역학의입문,01,3,노병렬,목15:30-17:00
전선,영어회화기초,01,3,Sarah,"수10:00-11:30,목10:00-11:30"
전선,영어회화기초,02,3,Choi,"수11:30-13:00,목11:30-13:00"
전필,동아시아세계와일본,01,3,최석완,"일11:30-13:00,화11:30-13:00"
